grid_id,grid_longitude,grid_latitude,park_fraction,original_grid_area_km2,park_area_km2,year,month,LST_C,rainfall_mm,VPD_kPa,soil_moisture_mm,wind_speed_ms,EVI,land_cover,slope_deg,gHM,fire_occurrence,fire_fraction,fire_valid_fraction,full_mapping,predictor_lag_months,land_cover_source_year,human_modification_epoch
KLNP_024_000,4.875000000000001,9.675,0.8432128000687731,30.47120143835844,25.69370708629785,2017,1,34.05464601769915,0.0,2.859557522123894,81.11150442477876,2.09,0.1895579646017699,10,0.3509770086041556,0.22973003165911784,1,0.15073364276089235,1.0,104.76862745098039,1,2016,2015
KLNP_025_000,4.925000000000001,9.675,0.7324432047907675,30.471201438359014,22.31842443533672,2017,1,32.40077889447239,0.0,2.8253768844221105,76.05628140703517,2.093115577889447,0.19614899497487437,10,0.22141575294917976,0.1026700532166802,1,0.45785778887979667,1.0,91.05490196078435,1,2016,2015
KLNP_005_001,3.9250000000000003,9.725000000000001,0.5569525973039369,30.46665646863755,16.96848345137447,2017,1,33.82128205128209,0.014483491579691568,2.829487179487179,63.089743589743584,2.1873076923076917,0.21220320512820512,12,0.2258473218487266,0.19166504515287203,0,0.0,1.0,69.2078431372549,1,2016,2015
KLNP_006_001,3.975,9.725000000000001,0.6878483911274581,30.466656468638586,20.956440634986016,2017,1,33.91111702127663,0.0,2.83,66.25159574468084,2.2042021276595745,0.21152207446808513,10,0.22102201146082104,0.13609573439239186,0,0.0,1.0,85.38039215686275,1,2016,2015
KLNP_007_001,4.025,9.725000000000001,0.9465547011561465,30.46665646863755,28.838356908898195,2017,1,33.73281632653065,0.0,2.8214693877551023,73.1118367346939,2.1901224489795923,0.21272000000000002,10,0.20483960859994083,0.1017591146486146,1,0.025573310155779905,1.0,117.30980392156862,1,2016,2015
KLNP_020_001,4.675000000000001,9.725000000000001,0.5961574757358352,30.466656468638988,18.162925014454675,2017,1,33.323636363636396,0.0,2.93,135.7939393939394,2.08969696969697,0.1858530303030303,10,0.7003567872660524,0.28508520126342773,0,0.0,1.0,74.05882352941177,1,2016,2015
KLNP_021_001,4.7250000000000005,9.725000000000001,0.8367941931729057,30.466656468638305,25.49432121835028,2017,1,34.9886061946903,0.0,2.9068141592920353,120.9287610619469,2.1370353982300885,0.19891305309734514,10,0.5414821142647622,0.2961170271170878,0,0.0,1.0,103.86274509803921,1,2016,2015
KLNP_022_001,4.775,9.725000000000001,0.9971982713675143,30.466656468638252,30.38129716487396,2017,1,34.3988339920949,0.0,2.8724505928853756,104.68695652173912,2.169881422924901,0.20171264822134385,10,0.20207639958919626,0.300461437037811,0,0.0,1.0,123.47843137254905,1,2016,2015
KLNP_023_001,4.825000000000001,9.725000000000001,1.0,30.466656468638853,30.466656468638853,2017,1,32.69398000000003,0.0,2.8475599999999996,94.2904,2.14808,0.2124102,10,0.24901125095625806,0.2125880056619644,0,0.0,1.0,123.90980392156865,1,2016,2015
KLNP_024_001,4.875000000000001,9.725000000000001,1.0,30.466656468638245,30.466656468638245,2017,1,31.21152000000003,0.0,2.80864,85.21679999999999,2.1259999999999994,0.22199960000000002,10,0.32244187976168287,0.08051312988996505,1,0.07557918723889094,1.0,123.90588235294125,1,2016,2015
KLNP_025_001,4.925000000000001,9.725000000000001,1.0,30.466656468638313,30.466656468638313,2017,1,31.039861111111144,0.0,2.7973809523809527,78.68214285714285,2.1137301587301587,0.2218343253968254,10,0.36767846825228756,0.04783496772131276,1,0.19813829787234039,1.0,123.85882352941182,1,2016,2015
KLNP_026_001,4.9750000000000005,9.725000000000001,0.551417439529605,30.466656468637773,16.799845700964315,2017,1,32.002218543046396,0.0,2.8169536423841053,75.16026490066224,2.1307947019867544,0.20835463576158939,10,0.31900063111522275,0.04301258188900568,0,0.0,1.0,68.44313725490197,1,2016,2015
KLNP_004_002,3.8750000000000004,9.775,0.9996581570988186,30.462088297225243,30.451675048585674,2017,1,33.39319819819821,0.1616052840207074,2.873468468468468,63.33468468468469,2.159369369369369,0.20004166666666667,10,0.2309309130616342,0.12594127326129792,0,0.0,1.0,123.78039215686279,1,2016,2015
KLNP_005_002,3.9250000000000003,9.775,1.0,30.462088297224696,30.462088297224696,2017,1,34.20111553784863,1.038983756327534,2.866573705179283,67.66215139442231,2.1514741035856573,0.18367051792828684,10,0.21520436696460135,0.1155721226417686,0,0.0,1.0,123.94509803921561,1,2016,2015
KLNP_006_002,3.975,9.775,1.0,30.462088297225353,30.462088297225353,2017,1,34.597250996015966,0.9613027278170642,2.8626693227091633,71.93625498007968,2.165258964143426,0.17916215139442232,9,0.1661921303741601,0.07705829164896354,0,0.0,1.0,123.9450980392157,1,2016,2015
KLNP_007_002,4.025,9.775,1.0,30.462088297224724,30.462088297224724,2017,1,34.307211155378525,1.021333429442934,2.8575298804780878,78.6956175298805,2.1772111553784863,0.1957,9,0.21214988237201307,0.06516659138093432,0,0.0,1.0,123.94117647058818,1,2016,2015
KLNP_008_002,4.075000000000001,9.775,0.9728607086694455,30.462088297224724,29.635368808389266,2017,1,33.61854166666671,2.302986222284811,2.850046296296296,86.41435185185186,2.1566666666666663,0.20183541666666666,9,0.19112779288894582,0.06583807339753817,0,0.0,1.0,120.50196078431371,1,2016,2015
KLNP_020_002,4.675000000000001,9.775,1.0,30.46208829722516,30.46208829722516,2017,1,33.16189243027891,0.0,2.947490039840637,135.4378486055777,2.1037848605577687,0.19182709163346617,10,0.6191849519786321,0.280327456968802,0,0.0,1.0,123.94117647058823,1,2016,2015
KLNP_021_002,4.7250000000000005,9.775,1.0,30.46208829722467,30.46208829722467,2017,1,34.18214285714289,0.0,2.9065476190476187,122.4452380952381,2.1522619047619047,0.202953373015873,10,0.5095192777649407,0.24486079214820786,0,0.0,1.0,123.94509803921564,1,2016,2015
KLNP_022_002,4.775,9.775,1.0,30.462088297224515,30.462088297224515,2017,1,33.71414342629485,0.0,2.848446215139442,107.70956175298805,2.19191235059761,0.2019109561752988,10,0.21247008211964133,0.17376201466260202,0,0.0,1.0,123.90980392156864,1,2016,2015
KLNP_023_002,4.825000000000001,9.775,1.0,30.46208829722567,30.46208829722567,2017,1,32.719382470119555,0.0,2.81,98.596015936255,2.1862151394422313,0.20836115537848607,10,0.21515698872591194,0.10215775042297355,1,0.008067833074951753,1.0,123.9490196078431,1,2016,2015
KLNP_024_002,4.875000000000001,9.775,1.0,30.462088297224817,30.462088297224817,2017,1,31.10171314741039,0.0,2.7898406374501996,89.44940239043824,2.164860557768924,0.2249916334661355,10,0.19070821685056916,0.04223496037947229,1,0.07644118205404038,1.0,123.94509803921568,1,2016,2015
KLNP_025_002,4.925000000000001,9.775,1.0,30.462088297225087,30.462088297225087,2017,1,30.544223107569756,0.0,2.801752988047809,81.84780876494024,2.1555378486055776,0.23652430278884462,9,0.3952773122491166,0.03816576670128036,1,0.20515904415255587,1.0,123.90196078431367,1,2016,2015
KLNP_026_002,4.9750000000000005,9.775,1.0,30.46208829722474,30.46208829722474,2017,1,31.599980079681313,0.0,2.8264940239043828,77.21752988047808,2.141513944223108,0.22599223107569727,9,0.37015054961153354,0.03800034536367869,0,0.0,1.0,123.90588235294113,1,2016,2015
KLNP_027_002,5.025,9.775,0.9204023702396371,30.462088297225048,28.037378271215044,2017,1,31.616981132075505,0.0,2.8602830188679245,77.68113207547172,2.1022641509433964,0.21528113207547173,10,0.3211061613767362,0.04575228504836559,0,0.0,1.0,114.24705882352941,1,2016,2015
KLNP_028_002,5.075000000000001,9.775,1.0,30.4620882972251,30.4620882972251,2017,1,32.04476095617532,0.0,2.874820717131474,84.13107569721116,2.132151394422311,0.20068187250996014,9,0.3704017034839144,0.06630091882678142,1,0.008068088337657412,1.0,123.94509803921561,1,2016,2015
KLNP_029_002,5.125000000000001,9.775,0.9794245073434564,30.4620882972242,29.83531582316168,2017,1,32.11411363636366,0.0,2.8727272727272726,94.41136363636363,2.180954545454546,0.21242704545454544,10,0.3305286809478528,0.06666994907639244,1,0.024727672366422076,1.0,121.32156862745101,1,2016,2015
KLNP_030_002,5.175000000000001,9.775,0.5325956519999914,30.46208829722483,16.223975777941764,2017,1,31.373781512605074,0.4180018541191806,2.87,106.87647058823529,2.1763865546218484,0.23793025210084034,10,0.3204028784256371,0.07444656026713987,0,0.0,1.0,66.11372549019606,1,2016,2015
KLNP_002_003,3.7750000000000004,9.825000000000001,0.5213504804403093,30.45749692759652,15.87903065621169,2017,1,32.98720338983054,1.0801331714048223,2.910847457627119,62.10508474576272,2.132542372881356,0.19850169491525424,9,0.11517886068148096,0.06672884283934609,1,0.015467669537789636,1.0,64.65098039215688,1,2016,2015
KLNP_003_003,3.825,9.825000000000001,0.9904487010194594,30.457496927595017,30.166588268240655,2017,1,33.632358870967785,1.1364342454941045,2.919637096774194,66.49637096774194,2.1830241935483876,0.18201673387096778,9,0.17977456456526744,0.08180950855415677,0,0.0,1.0,122.69411764705879,1,2016,2015
