grid_id,grid_longitude,grid_latitude,park_fraction,original_grid_area_km2,park_area_km2,year,month,LST_C,rainfall_mm,VPD_kPa,soil_moisture_mm,wind_speed_ms,EVI,land_cover,slope_deg,gHM,fire_occurrence,fire_fraction,fire_valid_fraction,full_mapping,predictor_lag_months,land_cover_source_year,human_modification_epoch
KLNP_024_000,4.875000000000001,9.675,0.8432128000687731,30.47120143835844,25.69370708629785,2012,1,33.87539823008853,0.0,2.364070796460177,70.92743362831858,2.3305309734513275,0.19824469026548672,10,0.3509770086041556,0.22360486537218094,1,0.16331037580476118,1.0,104.76862745098039,1,2011,2010
KLNP_025_000,4.925000000000001,9.675,0.7324432047907675,30.471201438359014,22.31842443533672,2012,1,33.08145728643219,0.0,2.3353768844221103,69.06130653266331,2.3335175879396983,0.19474447236180903,9,0.22141575294917976,0.10024521754464912,1,0.06860760584004476,1.0,91.05490196078435,1,2011,2010
KLNP_005_001,3.9250000000000003,9.725000000000001,0.5569525973039369,30.46665646863755,16.96848345137447,2012,1,33.84487179487182,0.0,2.4229487179487177,60.065384615384616,2.347307692307692,0.18419935897435896,12,0.2258473218487266,0.18458367922367191,0,0.0,1.0,69.2078431372549,1,2011,2010
KLNP_006_001,3.975,9.725000000000001,0.6878483911274467,30.466656468638586,20.95644063498567,2012,1,34.03912234042557,0.0,2.42,61.320744680851064,2.364202127659574,0.17301063829787233,12,0.22102201146082104,0.13140270565735532,0,0.0,1.0,85.38039215686275,1,2011,2010
KLNP_007_001,4.025,9.725000000000001,0.9465547011561526,30.46665646863802,28.838356908898827,2012,1,34.029959183673505,0.0,2.4072653061224494,64.46775510204083,2.3562857142857143,0.1775995918367347,10,0.20483960859994083,0.09878967234066555,1,0.011700207260814336,1.0,117.30980392156862,1,2011,2010
KLNP_020_001,4.675000000000001,9.725000000000001,0.5961574757358352,30.466656468638988,18.162925014454675,2012,1,32.80333333333337,0.0,2.4351515151515155,78.12121212121212,2.30969696969697,0.20025606060606066,10,0.7003567872660524,0.2818361520767212,1,0.19549907333862857,1.0,74.05882352941177,1,2011,2010
KLNP_021_001,4.7250000000000005,9.725000000000001,0.8367941931729057,30.466656468638305,25.49432121835028,2012,1,34.28033185840711,0.0,2.4117699115044244,78.95530973451328,2.3574336283185837,0.2147663716814159,10,0.5414821142647622,0.27680915910585785,1,0.17568434963186713,1.0,103.86274509803921,1,2011,2010
KLNP_022_001,4.775,9.725000000000001,0.9971982713675143,30.466656468638252,30.38129716487396,2012,1,33.05996047430833,0.0,2.3794861660079047,77.67154150197628,2.394782608695652,0.22156739130434783,10,0.20207639958919626,0.26414904999638733,1,0.22466414710833044,1.0,123.47843137254905,1,2011,2010
KLNP_023_001,4.825000000000001,9.725000000000001,1.0,30.466656468638853,30.466656468638853,2012,1,31.276900000000033,0.0,2.352,75.68520000000001,2.3788,0.2364512,10,0.24901125095625806,0.19210325257480146,1,0.2698990410482007,1.0,123.90980392156865,1,2011,2010
KLNP_024_001,4.875000000000001,9.725000000000001,1.0,30.466656468638245,30.466656468638245,2012,1,30.659920000000028,0.0,2.3175999999999997,74.41600000000001,2.35776,0.2314756,9,0.32244187976168287,0.0795741247832775,1,0.8949867071781239,1.0,123.90588235294125,1,2011,2010
KLNP_025_001,4.925000000000001,9.725000000000001,1.0,30.466656468638313,30.466656468638313,2012,1,31.395000000000028,0.0,2.307380952380952,71.99642857142858,2.3455158730158727,0.21048333333333336,9,0.36767846825228756,0.047480401361272455,1,0.6495377406281663,1.0,123.85882352941182,1,2011,2010
KLNP_026_001,4.9750000000000005,9.725000000000001,0.551417439529605,30.466656468637773,16.799845700964315,2012,1,32.11894039735102,0.0,2.3255629139072846,69.98874172185431,2.362847682119205,0.20562417218543047,9,0.31900063111522275,0.04253881784859082,1,0.009797742508451269,1.0,68.44313725490197,1,2011,2010
KLNP_004_002,3.8750000000000004,9.775,0.9996581570988186,30.462088297225243,30.451675048585674,2012,1,34.80605855855859,0.0,2.4689189189189187,59.78648648648648,2.3101351351351354,0.1797166666666667,9,0.2309309130616342,0.1165840436142307,0,0.0,1.0,123.78039215686279,1,2011,2010
KLNP_005_002,3.9250000000000003,9.775,1.0,30.462088297224696,30.462088297224696,2012,1,34.67916334661357,0.0,2.4574501992031874,62.42749003984064,2.3033067729083663,0.1728605577689243,9,0.21520436696460135,0.10699289357400985,0,0.0,1.0,123.94509803921561,1,2011,2010
KLNP_006_002,3.975,9.775,1.0,30.462088297225353,30.462088297225353,2012,1,34.21247011952193,0.0,2.4526693227091627,64.39163346613546,2.3213147410358568,0.17287131474103587,9,0.1661921303741601,0.07614399483835554,1,0.131462380560653,1.0,123.9450980392157,1,2011,2010
KLNP_007_002,4.025,9.775,1.0,30.462088297225204,30.462088297225204,2012,1,34.19800796812752,0.0,2.442390438247012,67.37211155378486,2.3381673306772908,0.17992211155378487,9,0.21214988237201307,0.0645431735185513,1,0.04046828033539,1.0,123.94117647058818,1,2011,2010
KLNP_008_002,4.075000000000001,9.775,0.9728607086694455,30.462088297224724,29.635368808389266,2012,1,34.81368055555558,0.0,2.425648148148148,70.72592592592592,2.3223148148148147,0.16846087962962963,9,0.19112779288894582,0.06548050311566503,1,0.0373600624837282,1.0,120.50196078431371,1,2011,2010
KLNP_020_002,4.675000000000001,9.775,1.0,30.46208829722516,30.46208829722516,2012,1,32.53589641434265,0.0,2.448525896414343,77.58565737051794,2.310956175298805,0.20580000000000004,10,0.6191849519786321,0.2713024616241455,1,0.4956177819965193,1.0,123.94117647058823,1,2011,2010
KLNP_021_002,4.7250000000000005,9.775,1.0,30.46208829722467,30.46208829722467,2012,1,33.446765873015906,0.0,2.410793650793651,78.95555555555556,2.364126984126984,0.21935357142857145,10,0.5095192777649407,0.2323269507005101,1,0.608017465038284,1.0,123.94509803921564,1,2011,2010
KLNP_022_002,4.775,9.775,1.0,30.462088297224515,30.462088297224515,2012,1,31.491254980079717,0.0,2.3542629482071713,78.86613545816732,2.4079282868525893,0.22841792828685262,10,0.21247008211964133,0.1590826577874294,1,0.5656549672437254,1.0,123.90980392156864,1,2011,2010
KLNP_023_002,4.825000000000001,9.775,1.0,30.46208829722567,30.46208829722567,2012,1,30.035179282868558,0.0,2.3141434262948204,77.59083665338646,2.40804780876494,0.2336593625498008,9,0.21515698872591194,0.09560131130228004,1,0.3894390483120827,1.0,123.9490196078431,1,2011,2010
KLNP_024_002,4.875000000000001,9.775,1.0,30.462088297224817,30.462088297224817,2012,1,30.255239043824723,0.0,2.2965338645418325,76.2175298804781,2.39,0.2239786852589641,9,0.19070821685056916,0.04222942657204738,1,0.7939315319875974,1.0,123.94509803921568,1,2011,2010
KLNP_025_002,4.925000000000001,9.775,1.0,30.462088297225087,30.462088297225087,2012,1,31.145418326693246,0.0,2.3068525896414345,73.77649402390438,2.3855378486055776,0.2173211155378486,9,0.3952773122491166,0.03815606601565957,1,0.35730337078651686,1.0,123.90196078431367,1,2011,2010
KLNP_026_002,4.9750000000000005,9.775,1.0,30.46208829722474,30.46208829722474,2012,1,31.576593625498038,0.0,2.332549800796813,71.47450199203188,2.372231075697211,0.2174466135458167,9,0.37015054961153354,0.03791613409303099,1,0.26699582225598184,1.0,123.90588235294113,1,2011,2010
KLNP_027_002,5.025,9.775,0.9204023702396371,30.462088297225048,28.037378271215044,2012,1,31.71679245283022,0.0,2.35622641509434,72.50849056603774,2.333301886792453,0.21292405660377361,9,0.3211061613767362,0.044762521630750514,1,0.2635842515360588,1.0,114.24705882352941,1,2011,2010
KLNP_028_002,5.075000000000001,9.775,1.0,30.4620882972251,30.4620882972251,2012,1,32.41215139442234,0.0,2.365498007968127,76.24621513944224,2.3633067729083663,0.2040886454183267,9,0.3704017034839144,0.060142898019329004,1,0.1681009934822503,1.0,123.94509803921561,1,2011,2010
KLNP_029_002,5.125000000000001,9.775,0.9794245073434819,30.4620882972242,29.835315823162453,2012,1,31.726363636363658,0.0,2.366863636363636,80.61727272727273,2.411409090909091,0.2126718181818182,9,0.3305286809478528,0.05375060449269684,1,0.32572647638749713,1.0,121.32156862745101,1,2011,2010
KLNP_030_002,5.175000000000001,9.775,0.5325956519999914,30.46208829722483,16.223975777941764,2012,1,31.49428571428573,0.0,2.37,84.93025210084033,2.4063865546218484,0.21228739495798318,9,0.3204028784256371,0.05442778540759527,1,0.0549261522035708,1.0,66.11372549019606,1,2011,2010
